id,label,username,name,type,tweet_count,in_degree,out_degree,weighted_in_degree,weighted_out_degree,years,score
3187795533,3187795533,,,derived,0,2,0,2,0,,2
tweet:1095953117949108224,tweet:1095953117949108224,,,tweet,0,2,0,2,0,,2
tweet:1095070091564277767,tweet:1095070091564277767,,,tweet,0,2,0,2,0,,2
tweet:1094547407449346048,tweet:1094547407449346048,,,tweet,0,2,0,2,0,,2
tweet:1093529958788550657,tweet:1093529958788550657,,,tweet,0,2,0,2,0,,2
913910902528847874,913910902528847874,,,derived,0,2,0,2,0,,2
tweet:1093392190854909952,tweet:1093392190854909952,,,tweet,0,2,0,2,0,,2
tweet:1093394138899329024,tweet:1093394138899329024,,,tweet,0,2,0,2,0,,2
tweet:1093416260300353536,tweet:1093416260300353536,,,tweet,0,2,0,2,0,,2
tweet:1093216641796710400,tweet:1093216641796710400,,,tweet,0,2,0,2,0,,2
tweet:1089185994778255361,tweet:1089185994778255361,,,tweet,0,2,0,2,0,,2
tweet:1086669964491325440,tweet:1086669964491325440,,,tweet,0,2,0,2,0,,2
320770991,320770991,,,derived,0,2,0,2,0,,2
144231116,144231116,,,derived,0,2,0,2,0,,2
564871007,564871007,,,derived,0,2,0,2,0,,2
245700807,245700807,,,derived,0,2,0,2,0,,2
tweet:1080733892066398208,tweet:1080733892066398208,,,tweet,0,2,0,2,0,,2
62887164,62887164,,,derived,0,2,0,2,0,,2
221406410,@_PabloFdez_,_PabloFdez_,Pablo Fernández,user,0,1,0,1,0,,1
632845653,@a_nebreda,a_nebreda,Ana Pérez Nebreda,user,0,1,0,1,0,,1
221069590,@albertmartnez,albertmartnez,Jesús Rodríguez,user,0,1,0,1,0,,1
74198943,@AmigosTierraEsp,AmigosTierraEsp,Amigas de la Tierra,user,0,1,0,1,0,,1
127974009,@angelcalleja,angelcalleja,Ángel Calleja,user,0,1,0,1,0,,1
108541550,@APM,APM,ALGUNA PREGUNTA MÉS?,user,0,1,0,1,0,,1
9706822,@COPE,COPE,COPE,user,0,1,0,1,0,,1
794979282066018305,@DecideSocialist,DecideSocialist,Soc Democr y Partic,user,0,1,0,1,0,,1
3553836555,@FrackMerindades,FrackMerindades,Asamblea Merindades,user,0,1,0,1,0,,1
213205186,@frelimpio,frelimpio,Federico Relimpio,user,0,1,0,1,0,,1
4824237563,@GrupoSaludCMX,GrupoSaludCMX,Salud e Igualdad CMX,user,0,1,0,1,0,,1
2803400906,@HECKnowledge,HECKnowledge,Knowledge@HEC,user,0,1,0,1,0,,1
1087313888,@InfoEmerg,InfoEmerg,InfoEmergencias,user,0,1,0,1,0,,1
895019010655473664,@Karlospodemos,Karlospodemos,Karlos ✊🔻,user,0,1,0,1,0,,1
3080043309,@lamariteresa,lamariteresa,Maite,user,0,1,0,1,0,,1
27038703,@libertaddigital,libertaddigital,Libertad Digital,user,0,1,0,1,0,,1
4860683805,@maxinovillo2,maxinovillo2,maxi novillo,user,0,1,0,1,0,,1
200568348,@MediterraneoDGT,MediterraneoDGT,MEDITERRÁNEO DIGITAL,user,0,1,0,1,0,,1
392199690,@MiguelUrban,MiguelUrban,Miguel Urbán Crespo,user,0,1,0,1,0,,1
320890544,@PabloRRoces,PabloRRoces,Pablo R. Roces,user,0,1,0,1,0,,1
2860132870,@Placido_Mar,Placido_Mar,Plácido Martínez My.,user,0,1,0,1,0,,1
1536791610,@POTUS44,POTUS44,President Obama,user,0,1,0,1,0,,1
39321874,@rtvenoticias,rtvenoticias,RTVE Noticias,user,0,1,0,1,0,,1
1054061182720581633,@SerranaAnita,SerranaAnita,Ana Serrana,user,0,1,0,1,0,,1
330886262,@Torrelavega_es,Torrelavega_es,Ayuntamiento de Torrelavega,user,0,1,0,1,0,,1
303413094,@UnaiSordo,UnaiSordo,Unai Sordo,user,0,1,0,1,0,,1
543507546,@winspain,winspain,Women in Nuclear (WiN) - España 💙,user,0,1,0,1,0,,1
89153759,@WWFespana,WWFespana,WWF España 🐼,user,0,1,0,1,0,,1
176182450,176182450,,,derived,0,1,0,1,0,,1
291756324,291756324,,,derived,0,1,0,1,0,,1
tweet:132354572378308608,tweet:132354572378308608,,,tweet,0,1,0,1,0,,1
106483088,106483088,,,derived,0,1,0,1,0,,1
294849650,294849650,,,derived,0,1,0,1,0,,1
342116092,342116092,,,derived,0,1,0,1,0,,1
227636350,227636350,,,derived,0,1,0,1,0,,1
18550992,18550992,,,derived,0,1,0,1,0,,1
340857890,340857890,,,derived,0,1,0,1,0,,1
171691441,171691441,,,derived,0,1,0,1,0,,1
1168742070,1168742070,,,derived,0,1,0,1,0,,1
918471039117602817,918471039117602817,,,derived,0,1,0,1,0,,1
1170761536186593282,1170761536186593282,,,derived,0,1,0,1,0,,1
tweet:109148169706799104,tweet:109148169706799104,,,tweet,0,1,0,1,0,,1
356295297,356295297,,,derived,0,1,0,1,0,,1
81645997,81645997,,,derived,0,1,0,1,0,,1
290119373,290119373,,,derived,0,1,0,1,0,,1
162808615,162808615,,,derived,0,1,0,1,0,,1
78434525,78434525,,,derived,0,1,0,1,0,,1
328381975,328381975,,,derived,0,1,0,1,0,,1
tweet:91428403516940288,tweet:91428403516940288,,,tweet,0,1,0,1,0,,1
tweet:91416791947022336,tweet:91416791947022336,,,tweet,0,1,0,1,0,,1
127814393,127814393,,,derived,0,1,0,1,0,,1
301934017,301934017,,,derived,0,1,0,1,0,,1
171863499,171863499,,,derived,0,1,0,1,0,,1
249197599,249197599,,,derived,0,1,0,1,0,,1
246999939,246999939,,,derived,0,1,0,1,0,,1
40764458,40764458,,,derived,0,1,0,1,0,,1
1348795055478353920,1348795055478353920,,,derived,0,1,0,1,0,,1
246777462,246777462,,,derived,0,1,0,1,0,,1
120364256,120364256,,,derived,0,1,0,1,0,,1
tweet:99372284736843776,tweet:99372284736843776,,,tweet,0,1,0,1,0,,1
99113900,99113900,,,derived,0,1,0,1,0,,1
135459210,135459210,,,derived,0,1,0,1,0,,1
1834986572711591936,1834986572711591936,,,derived,0,1,0,1,0,,1
202079113,202079113,,,derived,0,1,0,1,0,,1
tweet:243948815298732032,tweet:243948815298732032,,,tweet,0,1,0,1,0,,1
tweet:224794413191266304,tweet:224794413191266304,,,tweet,0,1,0,1,0,,1
tweet:207236419037573120,tweet:207236419037573120,,,tweet,0,1,0,1,0,,1
28785486,28785486,,,derived,0,1,0,1,0,,1
1024570474142068736,1024570474142068736,,,derived,0,1,0,1,0,,1
tweet:204172375032463361,tweet:204172375032463361,,,tweet,0,1,0,1,0,,1
517778556,517778556,,,derived,0,1,0,1,0,,1
tweet:198917334465908736,tweet:198917334465908736,,,tweet,0,1,0,1,0,,1
tweet:191323736929083392,tweet:191323736929083392,,,tweet,0,1,0,1,0,,1
tweet:158491988805693440,tweet:158491988805693440,,,tweet,0,1,0,1,0,,1
tweet:158242523595280384,tweet:158242523595280384,,,tweet,0,1,0,1,0,,1
813286,813286,,,derived,0,1,0,1,0,,1
267139775,267139775,,,derived,0,1,0,1,0,,1
1564487057078116353,1564487057078116353,,,derived,0,1,0,1,0,,1
59457187,59457187,,,derived,0,1,0,1,0,,1
1426420723984310274,1426420723984310274,,,derived,0,1,0,1,0,,1
276235113,276235113,,,derived,0,1,0,1,0,,1
tweet:414549359686995968,tweet:414549359686995968,,,tweet,0,1,0,1,0,,1
tweet:405970477128359936,tweet:405970477128359936,,,tweet,0,1,0,1,0,,1
tweet:405969178232107008,tweet:405969178232107008,,,tweet,0,1,0,1,0,,1
tweet:400988729516777472,tweet:400988729516777472,,,tweet,0,1,0,1,0,,1
tweet:396044401975111681,tweet:396044401975111681,,,tweet,0,1,0,1,0,,1
tweet:396043478984957952,tweet:396043478984957952,,,tweet,0,1,0,1,0,,1
tweet:396042833544896512,tweet:396042833544896512,,,tweet,0,1,0,1,0,,1
tweet:396041917940514816,tweet:396041917940514816,,,tweet,0,1,0,1,0,,1
tweet:396039520820289536,tweet:396039520820289536,,,tweet,0,1,0,1,0,,1
tweet:396038692932177920,tweet:396038692932177920,,,tweet,0,1,0,1,0,,1
tweet:393057818250473472,tweet:393057818250473472,,,tweet,0,1,0,1,0,,1
tweet:550353057113194496,tweet:550353057113194496,,,tweet,0,1,0,1,0,,1
tweet:550351155755511808,tweet:550351155755511808,,,tweet,0,1,0,1,0,,1
423546597,423546597,,,derived,0,1,0,1,0,,1
1484471,1484471,,,derived,0,1,0,1,0,,1
130956990,130956990,,,derived,0,1,0,1,0,,1
tweet:550198266806419456,tweet:550198266806419456,,,tweet,0,1,0,1,0,,1
429386716,429386716,,,derived,0,1,0,1,0,,1
tweet:549999234100260865,tweet:549999234100260865,,,tweet,0,1,0,1,0,,1
tweet:549892190689058816,tweet:549892190689058816,,,tweet,0,1,0,1,0,,1
tweet:549886099146170368,tweet:549886099146170368,,,tweet,0,1,0,1,0,,1
381974217,381974217,,,derived,0,1,0,1,0,,1
tweet:549884674391433216,tweet:549884674391433216,,,tweet,0,1,0,1,0,,1
tweet:549879380756160513,tweet:549879380756160513,,,tweet,0,1,0,1,0,,1
tweet:549874239265071104,tweet:549874239265071104,,,tweet,0,1,0,1,0,,1
21295979,21295979,,,derived,0,1,0,1,0,,1
1884163777,1884163777,,,derived,0,1,0,1,0,,1
301949958,301949958,,,derived,0,1,0,1,0,,1
182347370,182347370,,,derived,0,1,0,1,0,,1
tweet:469994696966946816,tweet:469994696966946816,,,tweet,0,1,0,1,0,,1
tweet:465528531762806784,tweet:465528531762806784,,,tweet,0,1,0,1,0,,1
tweet:465529930902929410,tweet:465529930902929410,,,tweet,0,1,0,1,0,,1
tweet:517342816737820672,tweet:517342816737820672,,,tweet,0,1,0,1,0,,1
tweet:517061320441864192,tweet:517061320441864192,,,tweet,0,1,0,1,0,,1
tweet:517057507173601281,tweet:517057507173601281,,,tweet,0,1,0,1,0,,1
282493814,282493814,,,derived,0,1,0,1,0,,1
tweet:516943410134253569,tweet:516943410134253569,,,tweet,0,1,0,1,0,,1
tweet:516946877582176258,tweet:516946877582176258,,,tweet,0,1,0,1,0,,1
tweet:516491708423761920,tweet:516491708423761920,,,tweet,0,1,0,1,0,,1
tweet:516491200170573824,tweet:516491200170573824,,,tweet,0,1,0,1,0,,1
tweet:516487233961197568,tweet:516487233961197568,,,tweet,0,1,0,1,0,,1
tweet:516462026626203648,tweet:516462026626203648,,,tweet,0,1,0,1,0,,1
tweet:508956934398300161,tweet:508956934398300161,,,tweet,0,1,0,1,0,,1
tweet:508897409028849664,tweet:508897409028849664,,,tweet,0,1,0,1,0,,1
tweet:508515097254576128,tweet:508515097254576128,,,tweet,0,1,0,1,0,,1
tweet:508292004204515328,tweet:508292004204515328,,,tweet,0,1,0,1,0,,1
tweet:508280297436495872,tweet:508280297436495872,,,tweet,0,1,0,1,0,,1
tweet:508027172792332288,tweet:508027172792332288,,,tweet,0,1,0,1,0,,1
tweet:507846023189114881,tweet:507846023189114881,,,tweet,0,1,0,1,0,,1
tweet:507432278524710912,tweet:507432278524710912,,,tweet,0,1,0,1,0,,1
tweet:507436756783104000,tweet:507436756783104000,,,tweet,0,1,0,1,0,,1
772762361086128128,772762361086128128,,,derived,0,1,0,1,0,,1
tweet:504617634479235073,tweet:504617634479235073,,,tweet,0,1,0,1,0,,1
280149708,280149708,,,derived,0,1,0,1,0,,1
62060202,62060202,,,derived,0,1,0,1,0,,1
460386348,460386348,,,derived,0,1,0,1,0,,1
tweet:504004860623474688,tweet:504004860623474688,,,tweet,0,1,0,1,0,,1
804659892,804659892,,,derived,0,1,0,1,0,,1
108880635,108880635,,,derived,0,1,0,1,0,,1
307028457,307028457,,,derived,0,1,0,1,0,,1
tweet:502344780173414401,tweet:502344780173414401,,,tweet,0,1,0,1,0,,1
2594638160,2594638160,,,derived,0,1,0,1,0,,1
1483553294,1483553294,,,derived,0,1,0,1,0,,1
tweet:493854341905014784,tweet:493854341905014784,,,tweet,0,1,0,1,0,,1
tweet:501647055786618881,tweet:501647055786618881,,,tweet,0,1,0,1,0,,1
tweet:501407211202306048,tweet:501407211202306048,,,tweet,0,1,0,1,0,,1
tweet:500958921306435585,tweet:500958921306435585,,,tweet,0,1,0,1,0,,1
tweet:500957622942826496,tweet:500957622942826496,,,tweet,0,1,0,1,0,,1
tweet:500945911347179520,tweet:500945911347179520,,,tweet,0,1,0,1,0,,1
1876374583,1876374583,,,derived,0,1,0,1,0,,1
2597681870,2597681870,,,derived,0,1,0,1,0,,1
tweet:506337806348992512,tweet:506337806348992512,,,tweet,0,1,0,1,0,,1
tweet:506337411421724672,tweet:506337411421724672,,,tweet,0,1,0,1,0,,1
tweet:506192425728348161,tweet:506192425728348161,,,tweet,0,1,0,1,0,,1
tweet:506071026963595264,tweet:506071026963595264,,,tweet,0,1,0,1,0,,1
772168957,772168957,,,derived,0,1,0,1,0,,1
40269071,40269071,,,derived,0,1,0,1,0,,1
tweet:505250689594195970,tweet:505250689594195970,,,tweet,0,1,0,1,0,,1
874062091,874062091,,,derived,0,1,0,1,0,,1
tweet:505097139727638530,tweet:505097139727638530,,,tweet,0,1,0,1,0,,1
tweet:505030122710519808,tweet:505030122710519808,,,tweet,0,1,0,1,0,,1
tweet:515924945084616704,tweet:515924945084616704,,,tweet,0,1,0,1,0,,1
tweet:513225941863391232,tweet:513225941863391232,,,tweet,0,1,0,1,0,,1
tweet:512842031522017280,tweet:512842031522017280,,,tweet,0,1,0,1,0,,1
tweet:512873523355058176,tweet:512873523355058176,,,tweet,0,1,0,1,0,,1
tweet:512476401275244544,tweet:512476401275244544,,,tweet,0,1,0,1,0,,1
tweet:512343568086994944,tweet:512343568086994944,,,tweet,0,1,0,1,0,,1
tweet:512293586067808256,tweet:512293586067808256,,,tweet,0,1,0,1,0,,1
tweet:512292403693486080,tweet:512292403693486080,,,tweet,0,1,0,1,0,,1
tweet:510689227659808768,tweet:510689227659808768,,,tweet,0,1,0,1,0,,1
tweet:510529726558273536,tweet:510529726558273536,,,tweet,0,1,0,1,0,,1
tweet:509952500397780992,tweet:509952500397780992,,,tweet,0,1,0,1,0,,1
tweet:509943536348061696,tweet:509943536348061696,,,tweet,0,1,0,1,0,,1
tweet:509942580373905408,tweet:509942580373905408,,,tweet,0,1,0,1,0,,1
tweet:509855497873551360,tweet:509855497873551360,,,tweet,0,1,0,1,0,,1
tweet:509852952669216768,tweet:509852952669216768,,,tweet,0,1,0,1,0,,1
tweet:509852648385040384,tweet:509852648385040384,,,tweet,0,1,0,1,0,,1
tweet:509852134192730112,tweet:509852134192730112,,,tweet,0,1,0,1,0,,1
tweet:509786216846610434,tweet:509786216846610434,,,tweet,0,1,0,1,0,,1
845551501179305984,845551501179305984,,,derived,0,1,0,1,0,,1
tweet:542090165209300995,tweet:542090165209300995,,,tweet,0,1,0,1,0,,1
tweet:542058519936380928,tweet:542058519936380928,,,tweet,0,1,0,1,0,,1
tweet:542013046043181057,tweet:542013046043181057,,,tweet,0,1,0,1,0,,1
tweet:541534546081353728,tweet:541534546081353728,,,tweet,0,1,0,1,0,,1
tweet:540930437821251584,tweet:540930437821251584,,,tweet,0,1,0,1,0,,1
tweet:540928125291753473,tweet:540928125291753473,,,tweet,0,1,0,1,0,,1
tweet:540868283843768320,tweet:540868283843768320,,,tweet,0,1,0,1,0,,1
tweet:540888040731078656,tweet:540888040731078656,,,tweet,0,1,0,1,0,,1
tweet:537894149710942208,tweet:537894149710942208,,,tweet,0,1,0,1,0,,1
tweet:536647797077180416,tweet:536647797077180416,,,tweet,0,1,0,1,0,,1
348531093,348531093,,,derived,0,1,0,1,0,,1
tweet:536644015895359490,tweet:536644015895359490,,,tweet,0,1,0,1,0,,1
tweet:536170960878309376,tweet:536170960878309376,,,tweet,0,1,0,1,0,,1
297337289,297337289,,,derived,0,1,0,1,0,,1
tweet:535744104727326720,tweet:535744104727326720,,,tweet,0,1,0,1,0,,1
tweet:535765414132076544,tweet:535765414132076544,,,tweet,0,1,0,1,0,,1
3379601554,3379601554,,,derived,0,1,0,1,0,,1
tweet:535724067585024000,tweet:535724067585024000,,,tweet,0,1,0,1,0,,1
tweet:682114894171340800,tweet:682114894171340800,,,tweet,0,1,0,1,0,,1
tweet:681936203348840448,tweet:681936203348840448,,,tweet,0,1,0,1,0,,1
tweet:681260438819094528,tweet:681260438819094528,,,tweet,0,1,0,1,0,,1
tweet:681258332502536199,tweet:681258332502536199,,,tweet,0,1,0,1,0,,1
tweet:681258016415551489,tweet:681258016415551489,,,tweet,0,1,0,1,0,,1
tweet:680520987281088512,tweet:680520987281088512,,,tweet,0,1,0,1,0,,1
tweet:681125218656632832,tweet:681125218656632832,,,tweet,0,1,0,1,0,,1
tweet:680511158491680768,tweet:680511158491680768,,,tweet,0,1,0,1,0,,1
374159649,374159649,,,derived,0,1,0,1,0,,1
tweet:680561149054681088,tweet:680561149054681088,,,tweet,0,1,0,1,0,,1
tweet:680559692536504320,tweet:680559692536504320,,,tweet,0,1,0,1,0,,1
tweet:616161329779503104,tweet:616161329779503104,,,tweet,0,1,0,1,0,,1
tweet:615449500858085376,tweet:615449500858085376,,,tweet,0,1,0,1,0,,1
tweet:615449943692677120,tweet:615449943692677120,,,tweet,0,1,0,1,0,,1
tweet:615054832928464896,tweet:615054832928464896,,,tweet,0,1,0,1,0,,1
425997406,425997406,,,derived,0,1,0,1,0,,1
tweet:614451188738736128,tweet:614451188738736128,,,tweet,0,1,0,1,0,,1
203181608,203181608,,,derived,0,1,0,1,0,,1
311608135,311608135,,,derived,0,1,0,1,0,,1
14857811,14857811,,,derived,0,1,0,1,0,,1
3019961223,3019961223,,,derived,0,1,0,1,0,,1
108280408,108280408,,,derived,0,1,0,1,0,,1
1608584028,1608584028,,,derived,0,1,0,1,0,,1
tweet:613371048021635072,tweet:613371048021635072,,,tweet,0,1,0,1,0,,1
tweet:613347010524090368,tweet:613347010524090368,,,tweet,0,1,0,1,0,,1
288850612,288850612,,,derived,0,1,0,1,0,,1
604726127,604726127,,,derived,0,1,0,1,0,,1
tweet:613234017912102913,tweet:613234017912102913,,,tweet,0,1,0,1,0,,1
tweet:583338109791834112,tweet:583338109791834112,,,tweet,0,1,0,1,0,,1
tweet:582154090135887872,tweet:582154090135887872,,,tweet,0,1,0,1,0,,1
tweet:581861968962809856,tweet:581861968962809856,,,tweet,0,1,0,1,0,,1
tweet:581426578564886528,tweet:581426578564886528,,,tweet,0,1,0,1,0,,1
329782552,329782552,,,derived,0,1,0,1,0,,1
743808139,743808139,,,derived,0,1,0,1,0,,1
tweet:580399591964688384,tweet:580399591964688384,,,tweet,0,1,0,1,0,,1
tweet:580281329771798528,tweet:580281329771798528,,,tweet,0,1,0,1,0,,1
tweet:579759001962958848,tweet:579759001962958848,,,tweet,0,1,0,1,0,,1
2958381,2958381,,,derived,0,1,0,1,0,,1
tweet:566362848700686336,tweet:566362848700686336,,,tweet,0,1,0,1,0,,1
3401394328,3401394328,,,derived,0,1,0,1,0,,1
tweet:556542942740226050,tweet:556542942740226050,,,tweet,0,1,0,1,0,,1
tweet:556493671173214209,tweet:556493671173214209,,,tweet,0,1,0,1,0,,1
tweet:556527970698162176,tweet:556527970698162176,,,tweet,0,1,0,1,0,,1
306883883,306883883,,,derived,0,1,0,1,0,,1
tweet:553902324109033472,tweet:553902324109033472,,,tweet,0,1,0,1,0,,1
tweet:553862329608445952,tweet:553862329608445952,,,tweet,0,1,0,1,0,,1
tweet:553520935899508736,tweet:553520935899508736,,,tweet,0,1,0,1,0,,1
tweet:553514468098195456,tweet:553514468098195456,,,tweet,0,1,0,1,0,,1
tweet:553518439831470081,tweet:553518439831470081,,,tweet,0,1,0,1,0,,1
tweet:553517551414968320,tweet:553517551414968320,,,tweet,0,1,0,1,0,,1
tweet:553283079679520771,tweet:553283079679520771,,,tweet,0,1,0,1,0,,1
746974585,746974585,,,derived,0,1,0,1,0,,1
560294079,560294079,,,derived,0,1,0,1,0,,1
tweet:552026120963756032,tweet:552026120963756032,,,tweet,0,1,0,1,0,,1
tweet:551699229702619136,tweet:551699229702619136,,,tweet,0,1,0,1,0,,1
tweet:551344548493164545,tweet:551344548493164545,,,tweet,0,1,0,1,0,,1
tweet:551343492673581056,tweet:551343492673581056,,,tweet,0,1,0,1,0,,1
tweet:551169903349469185,tweet:551169903349469185,,,tweet,0,1,0,1,0,,1
479701944,479701944,,,derived,0,1,0,1,0,,1
tweet:551324510411325442,tweet:551324510411325442,,,tweet,0,1,0,1,0,,1
619966726,619966726,,,derived,0,1,0,1,0,,1
539465072,539465072,,,derived,0,1,0,1,0,,1
tweet:550630504572387328,tweet:550630504572387328,,,tweet,0,1,0,1,0,,1
2720666741,2720666741,,,derived,0,1,0,1,0,,1
tweet:556470724060512256,tweet:556470724060512256,,,tweet,0,1,0,1,0,,1
tweet:555696161303310336,tweet:555696161303310336,,,tweet,0,1,0,1,0,,1
tweet:665936774385016832,tweet:665936774385016832,,,tweet,0,1,0,1,0,,1
tweet:665909990931243008,tweet:665909990931243008,,,tweet,0,1,0,1,0,,1
991585608,991585608,,,derived,0,1,0,1,0,,1
2301521132,2301521132,,,derived,0,1,0,1,0,,1
tweet:85452423224762368,tweet:85452423224762368,,,tweet,0,1,0,1,0,,1
tweet:67482606601633792,tweet:67482606601633792,,,tweet,0,1,0,1,0,,1
tweet:57051612744650752,tweet:57051612744650752,,,tweet,0,1,0,1,0,,1
tweet:53567538352750592,tweet:53567538352750592,,,tweet,0,1,0,1,0,,1
284369018,284369018,,,derived,0,1,0,1,0,,1
tweet:49007806828912640,tweet:49007806828912640,,,tweet,0,1,0,1,0,,1
190592277,190592277,,,derived,0,1,0,1,0,,1
202185838,202185838,,,derived,0,1,0,1,0,,1
9796722,9796722,,,derived,0,1,0,1,0,,1
83704948,83704948,,,derived,0,1,0,1,0,,1
101847499,101847499,,,derived,0,1,0,1,0,,1
11034672,11034672,,,derived,0,1,0,1,0,,1
173223216,173223216,,,derived,0,1,0,1,0,,1
67462792,67462792,,,derived,0,1,0,1,0,,1
336133841,336133841,,,derived,0,1,0,1,0,,1
453183747,453183747,,,derived,0,1,0,1,0,,1
70131584,70131584,,,derived,0,1,0,1,0,,1
111087466,111087466,,,derived,0,1,0,1,0,,1
239319912,239319912,,,derived,0,1,0,1,0,,1
10079532,10079532,,,derived,0,1,0,1,0,,1
265021023,265021023,,,derived,0,1,0,1,0,,1
14715752,14715752,,,derived,0,1,0,1,0,,1
257962682,257962682,,,derived,0,1,0,1,0,,1
2058910674953101312,2058910674953101312,,,derived,0,1,0,1,0,,1
14459709,14459709,,,derived,0,1,0,1,0,,1
tweet:90164360198111232,tweet:90164360198111232,,,tweet,0,1,0,1,0,,1
tweet:90153433654509568,tweet:90153433654509568,,,tweet,0,1,0,1,0,,1
378559748,378559748,,,derived,0,1,0,1,0,,1
tweet:345437569791700993,tweet:345437569791700993,,,tweet,0,1,0,1,0,,1
tweet:344100563555844096,tweet:344100563555844096,,,tweet,0,1,0,1,0,,1
tweet:344099937723768832,tweet:344099937723768832,,,tweet,0,1,0,1,0,,1
tweet:344094790650036225,tweet:344094790650036225,,,tweet,0,1,0,1,0,,1
631302141,631302141,,,derived,0,1,0,1,0,,1
tweet:341311826652438528,tweet:341311826652438528,,,tweet,0,1,0,1,0,,1
tweet:315481315367591936,tweet:315481315367591936,,,tweet,0,1,0,1,0,,1
tweet:315481846106423297,tweet:315481846106423297,,,tweet,0,1,0,1,0,,1
tweet:315481140964233216,tweet:315481140964233216,,,tweet,0,1,0,1,0,,1
tweet:315480801024307201,tweet:315480801024307201,,,tweet,0,1,0,1,0,,1
14070332,14070332,,,derived,0,1,0,1,0,,1
tweet:315480715284332545,tweet:315480715284332545,,,tweet,0,1,0,1,0,,1
tweet:315480467841376257,tweet:315480467841376257,,,tweet,0,1,0,1,0,,1
tweet:315478836320038915,tweet:315478836320038915,,,tweet,0,1,0,1,0,,1
tweet:315478155169247232,tweet:315478155169247232,,,tweet,0,1,0,1,0,,1
tweet:315469421848182784,tweet:315469421848182784,,,tweet,0,1,0,1,0,,1
543677725,543677725,,,derived,0,1,0,1,0,,1
829735525,829735525,,,derived,0,1,0,1,0,,1
184568839,184568839,,,derived,0,1,0,1,0,,1
308020333,308020333,,,derived,0,1,0,1,0,,1
tweet:297428707923087360,tweet:297428707923087360,,,tweet,0,1,0,1,0,,1
tweet:295636320519331841,tweet:295636320519331841,,,tweet,0,1,0,1,0,,1
tweet:309999570371346434,tweet:309999570371346434,,,tweet,0,1,0,1,0,,1
tweet:333642125755432960,tweet:333642125755432960,,,tweet,0,1,0,1,0,,1
5713842,5713842,,,derived,0,1,0,1,0,,1
18977705,18977705,,,derived,0,1,0,1,0,,1
162081912,162081912,,,derived,0,1,0,1,0,,1
tweet:337580596400361472,tweet:337580596400361472,,,tweet,0,1,0,1,0,,1
tweet:337579082470543360,tweet:337579082470543360,,,tweet,0,1,0,1,0,,1
tweet:337564728287195136,tweet:337564728287195136,,,tweet,0,1,0,1,0,,1
tweet:337554792274612224,tweet:337554792274612224,,,tweet,0,1,0,1,0,,1
23870043,23870043,,,derived,0,1,0,1,0,,1
2546357696,2546357696,,,derived,0,1,0,1,0,,1
tweet:377430621821218816,tweet:377430621821218816,,,tweet,0,1,0,1,0,,1
1051075754,1051075754,,,derived,0,1,0,1,0,,1
2826062870,2826062870,,,derived,0,1,0,1,0,,1
397101080,397101080,,,derived,0,1,0,1,0,,1
51762671,51762671,,,derived,0,1,0,1,0,,1
tweet:371749771981385729,tweet:371749771981385729,,,tweet,0,1,0,1,0,,1
tweet:371740428728815616,tweet:371740428728815616,,,tweet,0,1,0,1,0,,1
tweet:371740261699035137,tweet:371740261699035137,,,tweet,0,1,0,1,0,,1
tweet:371739859754295296,tweet:371739859754295296,,,tweet,0,1,0,1,0,,1
tweet:371737709519568896,tweet:371737709519568896,,,tweet,0,1,0,1,0,,1
800475074,800475074,,,derived,0,1,0,1,0,,1
tweet:368345215297261568,tweet:368345215297261568,,,tweet,0,1,0,1,0,,1
187564239,187564239,,,derived,0,1,0,1,0,,1
tweet:358689806819131392,tweet:358689806819131392,,,tweet,0,1,0,1,0,,1
tweet:358689911542517760,tweet:358689911542517760,,,tweet,0,1,0,1,0,,1
784357506,784357506,,,derived,0,1,0,1,0,,1
tweet:444939603599196160,tweet:444939603599196160,,,tweet,0,1,0,1,0,,1
tweet:444224830309933056,tweet:444224830309933056,,,tweet,0,1,0,1,0,,1
245863642,245863642,,,derived,0,1,0,1,0,,1
3043253224,3043253224,,,derived,0,1,0,1,0,,1
tweet:438326669431296000,tweet:438326669431296000,,,tweet,0,1,0,1,0,,1
2256724848,2256724848,,,derived,0,1,0,1,0,,1
tweet:455005854962831361,tweet:455005854962831361,,,tweet,0,1,0,1,0,,1
tweet:455003267815448576,tweet:455003267815448576,,,tweet,0,1,0,1,0,,1
tweet:454996179018059776,tweet:454996179018059776,,,tweet,0,1,0,1,0,,1
1686488517734518784,1686488517734518784,,,derived,0,1,0,1,0,,1
tweet:454990394812825600,tweet:454990394812825600,,,tweet,0,1,0,1,0,,1
tweet:454989314813083648,tweet:454989314813083648,,,tweet,0,1,0,1,0,,1
tweet:453162627473354752,tweet:453162627473354752,,,tweet,0,1,0,1,0,,1
tweet:451370364791439361,tweet:451370364791439361,,,tweet,0,1,0,1,0,,1
tweet:454185009000501249,tweet:454185009000501249,,,tweet,0,1,0,1,0,,1
tweet:454131165138788352,tweet:454131165138788352,,,tweet,0,1,0,1,0,,1
tweet:454112093961482240,tweet:454112093961482240,,,tweet,0,1,0,1,0,,1
tweet:454161446637928448,tweet:454161446637928448,,,tweet,0,1,0,1,0,,1
425995265,425995265,,,derived,0,1,0,1,0,,1
tweet:454015425467392000,tweet:454015425467392000,,,tweet,0,1,0,1,0,,1
tweet:454008814640316416,tweet:454008814640316416,,,tweet,0,1,0,1,0,,1
